Platform,Hashtag,Content_Type,Region,Views,Likes,Shares,Comments,Engagement_Level,likes_anomaly,shares_anomaly,comments_anomaly,any_anomaly,anomaly_count,view_like_anomaly,total_interactions,engagement_rate,share_rate,comment_rate,likes_per_share,likes_per_comment,comment_to_like_ratio,share_to_like_ratio,virality_score,engagement_density,Engagement_Level_Cal,KMeans_Cluster,DBSCAN_Cluster
YouTube,#Fitness,Reel,Japan,1633015,312907,45774,30725,High,0,0,0,0,0,0,389406,0.191612941943006,0.0280303438545611,0.0188148799521866,6.835761878754779,10.183785718935104,0.0981918007848952,0.1462858092474465,0.2758959495804082,0.1925444801057742,High,0,0
Twitter,#Comedy,Post,Germany,2471790,370802,54110,17081,High,0,0,0,0,0,0,441993,0.1500134922410511,0.0218910093935935,0.0069103738948802,6.852617767182274,21.70717714553331,0.0460648916001219,0.1459265432048823,0.2041610718705586,0.1516904313052825,High,0,0
YouTube,#Gaming,Live Stream,Canada,3079923,124237,44062,26702,Medium,0,0,0,0,0,0,195001,0.0403376836571292,0.014306197165904,0.0086696944470058,2.819531125887933,4.652548402801183,0.2149261900545726,0.3546579951383635,0.0819546196594461,0.0595436718531483,Medium,0,0
Twitter,#Dance,Reel,UK,294870,213142,20351,20767,Low,0,0,0,0,0,0,254260,0.7228313398062204,0.0690166208274126,0.0704274072390977,10.472779088050316,10.263000770416024,0.0974322403269166,0.0954804990077084,0.9665056923196924,0.463023327809444,High,1,0
TikTok,#Tech,Shorts,UK,2051091,24472,54704,41737,Medium,0,0,0,0,0,0,120913,0.0119312054261827,0.0266706710376716,0.0203486728045353,0.4473448496481126,0.586324212947434,1.7054304744003597,2.2352796959915007,0.095795556708329,0.0556688661715171,Medium,0,0
TikTok,#Fashion,Post,USA,3461154,165335,50077,19505,Low,0,0,0,0,0,0,234917,0.0477687361588833,0.0144682916540865,0.0056354020550943,3.3015495826510644,8.47610991489798,0.1179718875502008,0.302880195480718,0.085158422549698,0.0635585734148505,Medium,0,0
YouTube,#Education,Tweet,UK,3143932,298685,84720,37162,Low,0,0,0,0,0,0,420567,0.095003614898918,0.0269471391406877,0.011820226448846,3.5255131549438747,8.037160616742458,0.1244182854234882,0.2836423535083666,0.1666282328535627,0.1179876891535107,High,0,0
TikTok,#Viral,Live Stream,USA,3924406,35376,72832,3949,Medium,0,0,0,0,0,0,112157,0.009014355544672,0.018558727471437,0.0010062666792715,0.4857138934274299,8.955949367088607,0.1116261978121378,2.058738728552449,0.0476412105064535,0.0277852717770043,Low,0,0
YouTube,#Dance,Shorts,Brazil,599766,223690,22531,10538,Low,0,0,0,0,0,0,256759,0.3729615000491857,0.0375662548956511,0.0175701564107395,9.927658441327887,21.224973906442735,0.0471096289077343,0.1007237662668592,0.4744492444565973,0.2997682496132628,High,1,0
Twitter,#Education,Shorts,Japan,4357851,449803,63438,28280,High,0,0,0,0,0,0,541521,0.1032166764727209,0.0145571717442446,0.0064894356210353,7.090322987436751,15.904777058802727,0.0628718286186872,0.141034761807365,0.1420651733927632,0.1105286555093183,High,0,0
YouTube,#Dance,Tweet,Germany,731492,474649,98377,3654,High,0,0,0,0,0,0,576680,0.6488770227466292,0.1344879581896204,0.0049952631125656,4.824747402874626,129.86292749658003,0.0076983040134836,0.2072621931949858,0.9253458337947184,0.440828881828995,High,1,0
YouTube,#Dance,Live Stream,Brazil,4910814,197287,53218,14896,Low,0,0,0,0,0,0,265401,0.0401739833408507,0.0108368977450789,0.0030333050623979,3.707078299103704,13.243404712358194,0.0755038319613965,0.2697477798953813,0.0663977364246057,0.0512731793405026,Medium,0,0
Instagram,#Gaming,Video,India,4369260,212278,21264,18172,Low,0,0,0,0,0,0,251714,0.0485844173648587,0.0048667268904283,0.004159055730477,9.982506466023985,11.6809552633027,0.0856043226131647,0.1001700592145242,0.0645564547414311,0.0544720658458584,Medium,0,0
YouTube,#Tech,Post,Canada,1874437,322601,35671,48768,Medium,0,0,0,0,0,0,407040,0.1721054524076016,0.0190302373298023,0.0260173982815115,9.043535546086568,6.6148783038405545,0.1511707924935369,0.1105727800819585,0.2491920244894736,0.1784107400600575,High,0,0
Instagram,#Gaming,Live Stream,Canada,1653907,91836,77370,2823,Low,0,0,0,0,0,0,172029,0.0555266677469363,0.0467801111065428,0.0017068664036935,1.1869563531555751,32.51983002832861,0.0307392445310713,0.8424708995285125,0.1516471895655622,0.0942141455122194,High,0,0
YouTube,#Education,Shorts,Japan,4683280,311330,3357,5110,Medium,0,0,0,0,0,0,319797,0.0664768994215807,0.0007168051628761,0.0010911153953819,92.71292435973794,60.913715515554685,0.0164133992438915,0.0107827360590496,0.0695471828404061,0.0639200635928649,Medium,0,0
Instagram,#Comedy,Reel,Australia,1365655,156164,84930,18303,Low,0,0,0,0,0,0,259397,0.114350905352446,0.0621898926230324,0.0134023502258255,1.8387161342737048,8.531687062937063,0.1172029584093747,0.5438478532321583,0.2588342159372492,0.1596238151148394,High,0,0
Twitter,#Music,Video,USA,2342195,91944,89578,44440,Medium,0,0,0,0,0,0,225962,0.0392554679454665,0.0382453048335835,0.0189736469535427,1.026401277085031,2.0689003397763326,0.4833324269943988,0.9742563489042362,0.1442065480429477,0.0879860538121306,Medium,0,0
YouTube,#Gaming,Live Stream,USA,4977438,8731,4500,46045,Low,0,0,0,0,0,0,59276,0.0017541149173299,0.00090407938701,0.0092507411944174,1.939791157520551,0.1896147330929939,5.27313330279432,0.5153458543289052,0.0174383854829762,0.0117687841715848,Low,0,-1
YouTube,#Viral,Reel,Australia,3005703,16688,77970,15891,Low,0,0,0,0,0,0,110549,0.0055521102543696,0.0259406781239935,0.0052869477500113,0.2140282925703146,1.050088094638812,0.952184073341722,4.671939600934747,0.0653638881273738,0.0354749872603371,Low,0,0
YouTube,#Education,Tweet,UK,936390,368646,92202,2016,Low,0,0,0,0,0,0,462864,0.3936881067844522,0.0984652778593557,0.0021529467925257,3.99819962474106,182.7694595934556,0.0054686461574351,0.2501091830396015,0.5938480826919524,0.3307934084876656,High,1,0
TikTok,#Education,Live Stream,Japan,1855796,158156,6423,20518,High,0,0,0,0,0,0,185097,0.0852226832999514,0.0034610466554262,0.0110561661647259,24.61955168119552,7.707783030362103,0.1297318487325885,0.0406115442250422,0.1087290258578928,0.0906941226218131,Medium,0,0
Instagram,#Dance,Video,India,1367820,10794,7617,36639,Medium,0,0,0,0,0,0,55050,0.0078913834485652,0.0055687111105912,0.0267863996824145,1.4169073247571542,0.2945960698689956,3.394071329319129,0.7056044465030107,0.0592084051933696,0.0386894094330472,Low,0,0
TikTok,#Gaming,Shorts,USA,4499253,469481,89583,41549,High,0,0,0,0,0,0,600613,0.104346409426985,0.0199106340740042,0.009234642009542,5.240679139131988,11.299181708784596,0.088499665588883,0.1908124273135072,0.1580196405893066,0.117770349260157,High,0,0
Twitter,#Comedy,Post,USA,4510477,274631,82143,13932,Low,0,0,0,0,0,0,370706,0.0608873383264478,0.0182115953120711,0.0030888078824461,3.343287397740553,19.71083040264121,0.0507297037490168,0.2991020711351918,0.1019437407742594,0.0759459335984739,Medium,0,0
Twitter,#Education,Reel,India,4380015,355402,41860,42729,High,0,0,0,0,0,0,439991,0.081141712724337,0.0095570427139992,0.0097554438157303,8.490050404911493,8.317388251813714,0.1202268973531455,0.1177817857474472,0.114888963875931,0.0912843262020835,High,0,0
YouTube,#Fashion,Live Stream,Australia,943395,402996,18661,11999,High,0,0,0,0,0,0,433656,0.427175862522207,0.0197806647473595,0.0127189430525463,21.59447004608295,33.583,0.0297744151941577,0.0463055556244835,0.4858156065957456,0.3149164410032743,High,1,0
Twitter,#Comedy,Post,Brazil,3961278,49656,93072,23952,Medium,0,0,0,0,0,0,166680,0.012535345276109,0.0234954417500004,0.0060465319408201,0.5335167019436357,2.07305974199474,0.4823489135469319,1.8742976820992008,0.0685960266873401,0.040378317802652,Low,0,0
YouTube,#Comedy,Shorts,Brazil,4080112,171609,17994,41339,Medium,0,0,0,0,0,0,230942,0.0420598645184581,0.0044101719731781,0.0101318272312556,9.536482356210058,4.151161103047896,0.2408892255696055,0.1048540294854612,0.0660779493116979,0.0535697302794165,Medium,0,0
Twitter,#Comedy,Shorts,Germany,3934142,380972,42858,26194,Low,0,0,0,0,0,0,450024,0.0968373544123841,0.0108938592216907,0.0066581209681498,8.888961478335938,14.543691544187825,0.0687555286070141,0.112496161145278,0.1286122543079903,0.1026475731074051,High,0,0
Instagram,#Tech,Reel,Japan,1600237,325368,62818,25686,Medium,0,0,0,0,0,0,413872,0.2033247554426279,0.0392554107576498,0.0160513623598489,5.179452076601028,12.66664071320123,0.0789442141076746,0.1930669486029707,0.3059126204977009,0.2054863962178809,High,0,0
Instagram,#Dance,Live Stream,India,2212857,74624,24137,35546,Medium,0,0,0,0,0,0,134307,0.0337229049491652,0.0109076135929192,0.016063389517086,3.0915568812660537,2.099305145300588,0.4763283082077052,0.3234438860971524,0.0796332164106327,0.0572209696467737,Medium,0,0
Twitter,#Gaming,Live Stream,USA,4711157,313821,86074,36395,High,0,0,0,0,0,0,436290,0.0666122851324451,0.0182702426876789,0.0077252768852159,3.645901829799593,8.622403560830861,0.1159733861870742,0.2742765006914748,0.1147406858356268,0.0847585220401492,Medium,0,0
Instagram,#Fashion,Reel,Japan,2747788,422463,21545,40997,Low,0,0,0,0,0,0,485005,0.1537465212940295,0.0078408494975414,0.0149199956765239,19.60749094959621,10.304478267232549,0.0970425882442054,0.0509984282684441,0.1918082138038983,0.1500266178502613,High,0,0
YouTube,#Dance,Post,Australia,2081426,225061,67840,28774,Medium,0,0,0,0,0,0,321675,0.1081282216479367,0.0325930239206083,0.0138241696682132,3.3174776315207617,7.821407471763684,0.12784921488301,0.3014280509370751,0.1940505239914731,0.1338582939293854,High,0,0
YouTube,#Music,Live Stream,Canada,2258494,159509,25505,8605,Medium,0,0,0,0,0,0,193619,0.0706262356126535,0.0112929185143203,0.0038100593536846,6.253783423508194,18.534627004415523,0.0539464610369255,0.1598959312895743,0.0989271616718212,0.0789600642384751,Medium,0,0
YouTube,#Comedy,Tweet,Japan,1357850,472399,90644,33331,Low,0,0,0,0,0,0,596374,0.3479019421129417,0.0667554834808826,0.0245468759090651,5.211528490264217,14.17253690147606,0.0705567315834038,0.1918797629127857,0.5182332229383048,0.3051717715062347,High,1,0
Twitter,#Fitness,Reel,Canada,392337,332566,43169,45161,Medium,0,0,0,0,0,0,420896,0.8476517696475998,0.1100301270842997,0.1151073819003002,7.703636784804262,7.36384571099597,0.1357951931490496,0.1298054226667107,1.2403730966666495,0.5175589283760005,High,1,-1
Twitter,#Dance,Reel,USA,4006009,491965,60534,31438,High,0,0,0,0,0,0,583937,0.122806732883842,0.0151107960289664,0.0078477088175017,8.126951350458413,15.648239447819588,0.0639027900302053,0.1230450884817243,0.1647998881680275,0.1272208866945275,High,0,0
YouTube,#Fitness,Tweet,Australia,3934991,389693,81891,32967,Medium,0,0,0,0,0,0,504551,0.0990327299267698,0.0208109698825308,0.0083779077568645,4.758621110731207,11.820340936665858,0.0845971454525858,0.2101418035689541,0.1532215313271284,0.1136493358999644,High,0,0
Instagram,#Challenge,Live Stream,Australia,2824818,34126,53516,29452,Low,0,0,0,0,0,0,117094,0.0120807740248136,0.0189449306309537,0.0104261547377017,0.6376665358671076,1.1586595592978643,0.863011691622469,1.5681425264453366,0.0656098673932737,0.0398020063142609,Low,0,0
Twitter,#Dance,Video,Australia,197986,184395,9408,7599,Medium,0,0,0,0,0,0,201402,0.9313490279664828,0.0475182714016576,0.0383813078636476,19.59772558188968,24.2625,0.0412102214798585,0.05102062951474,1.0839575325652695,0.5042765431109598,High,1,-1
YouTube,#Challenge,Post,Germany,2291491,474568,83894,6150,High,0,0,0,0,0,0,564612,0.2071000029674989,0.0366110813391449,0.0026838409211116,5.656689910006556,77.15298325475533,0.0129591271237691,0.1767793513693477,0.2843479270274563,0.1976861478735185,High,0,0
Twitter,#Music,Live Stream,UK,3525573,40967,4121,26381,Low,0,0,0,0,0,0,71469,0.0116199518149385,0.0011688876761628,0.007482753163031,9.938622028141678,1.5528390569327573,0.6439416129662175,0.1005907049404413,0.0251818569118106,0.0198688255516616,Low,0,0
TikTok,#Music,Reel,USA,866896,122451,79602,25491,Low,0,0,0,0,0,0,227544,0.1412520749293168,0.0918240575293258,0.0294048773960458,1.538271170684522,4.803506982582771,0.2081713651063274,0.6500669650148629,0.3690075060820374,0.2079090676510361,High,1,0
YouTube,#Tech,Video,Australia,4104535,331535,60374,13314,Medium,0,0,0,0,0,0,405223,0.0807728327879204,0.0147090925746539,0.0032437284019436,5.491262939958592,24.89936162223057,0.040158534819748,0.1821039042517253,0.1150566105401438,0.0898547106075314,Medium,0,0
TikTok,#Dance,Tweet,India,2601441,93254,55921,48758,Low,0,0,0,0,0,0,197933,0.0358470417560722,0.0214961548249009,0.0187426819433222,1.6675726905332426,1.912549478045079,0.5228459600021447,0.5996568548603292,0.1069533743208574,0.0707061650211797,Medium,0,0
Instagram,#Gaming,Shorts,Canada,1142030,212596,72334,18,High,0,0,0,0,0,0,284948,0.1861560675673427,0.0633380354823993,1.5761393517338846e-05,2.939047487385084,11189.263157894737,8.46672342507185e-05,0.3402399845717484,0.3128557806224174,0.1996863301326299,High,1,-1
YouTube,#Fashion,Shorts,Canada,2969591,358102,26688,8128,Low,0,0,0,0,0,0,392918,0.120589629821201,0.0089870931764363,0.0027370763391065,13.417587770242422,44.052404969860994,0.022697380362633,0.0745260441828189,0.1426694306827335,0.1168526240375862,High,0,0
TikTok,#Education,Post,Japan,855465,14117,73654,46422,High,0,0,0,0,0,0,134193,0.0165021169748417,0.0860981032560031,0.0542651607427998,0.1916638381644151,0.3040949529328134,3.288142796430089,5.217027907635642,0.2700960646010478,0.1355953268704946,High,0,0
YouTube,#Viral,Video,Brazil,4453459,376054,36502,19620,High,0,0,0,0,0,0,432176,0.0844408617120171,0.0081963237572584,0.0044055633148158,10.30200257513081,19.16589368533714,0.0521732193429152,0.0970655888101474,0.1074418541987578,0.0884585115343246,Medium,0,0
Twitter,#Dance,Reel,Japan,1059696,75851,99754,47614,High,0,0,0,0,0,0,223219,0.071578007675779,0.0941344554150856,0.0449317116119041,0.7603729136384141,1.5930064055444713,0.6277224067921743,1.3151136423561671,0.3272444859238065,0.1739936005113355,High,1,0
Twitter,#Fitness,Tweet,USA,581577,341805,67524,485,High,0,0,0,0,0,0,409814,0.5877199618967706,0.1161048045146136,0.0008339380100347,5.0619029988893,703.3024691358024,0.0014189335470998,0.1975506573904495,0.8211804779410501,0.413372725796381,High,1,-1
YouTube,#Fitness,Tweet,Australia,4226427,421149,53769,27804,Medium,0,0,0,0,0,0,502722,0.0996465573292624,0.0127220906164732,0.00657860491176,7.832415845266877,15.1465204099982,0.0660192330523566,0.1276718508844829,0.134958645929849,0.1063028464529241,High,0,0
Twitter,#Dance,Reel,Japan,485214,50577,92342,43775,Medium,0,0,0,0,0,0,186694,0.1042362663973702,0.1903115113918572,0.0902177385282812,0.5477080016893539,1.155359100877193,0.8654948791964886,1.825734509075092,0.6201858969735066,0.2778564922578686,High,1,0
Instagram,#Education,Tweet,Australia,1419701,68719,98115,36515,Low,0,0,0,0,0,0,203349,0.0484038199565824,0.0691095736992692,0.0257201863489661,0.7003852582657263,1.88188739182824,0.5313591385331781,1.4277502910360884,0.2252032468785703,0.1252881919842272,High,0,0
TikTok,#Fashion,Post,Germany,4378457,136878,89273,41624,Medium,0,0,0,0,0,0,267775,0.0312616907596235,0.0203891415653638,0.0095065431711346,1.5332347604005645,3.28836036036036,0.3040933963573667,0.6522037712139919,0.0862997886470533,0.0576327226018847,Medium,0,0
TikTok,#Music,Post,India,3647159,216783,79133,7687,High,0,0,0,0,0,0,303603,0.0594388510512289,0.0216971561434102,0.0021076673356803,2.739441959208431,28.19758064516129,0.035459258985903,0.3650315521440697,0.1059946643415698,0.0768466943845263,Medium,0,0
YouTube,#Gaming,Video,USA,1750105,125485,942,20317,Low,0,0,0,0,0,0,146744,0.0717013712312282,0.0005382531115258,0.0116090111113269,133.06998939554612,6.176050792400827,0.1619065074988445,0.0075068135090767,0.0901913941212703,0.0773619829517267,Medium,0,0
Instagram,#Dance,Tweet,India,1796369,145118,68421,16720,High,0,0,0,0,0,0,230259,0.0807840255626624,0.0380884784315035,0.0093076593352149,2.120926017947444,8.678787153878357,0.1152157884219158,0.4714820250966448,0.1709224714284919,0.1136168058469536,High,0,0
Twitter,#Fitness,Shorts,India,1535141,15408,23087,23147,Medium,0,0,0,0,0,0,61642,0.0100368565253246,0.0150389996495438,0.0150780839818075,0.6673596673596673,0.6656298600311042,1.5021740541242132,1.4982802258420405,0.0627319817971236,0.0386038679019002,Low,0,0
Twitter,#Challenge,Video,Australia,612594,132163,29340,40557,Medium,0,0,0,0,0,0,202060,0.2157428643720566,0.0478946122642202,0.0662052416359911,4.504379537166423,3.258617288820948,0.3068687388396235,0.2219969129263642,0.4108399513544838,0.2480316797069676,High,1,0
Instagram,#Challenge,Reel,USA,4219632,171996,5043,3436,Medium,0,0,0,0,0,0,180475,0.040760890816808,0.0011951276331377,0.0008142888255921,34.09912767644727,50.04247890602269,0.0199770926237085,0.0293202788420728,0.0443725793214717,0.0410160480188322,Low,0,0
Twitter,#Viral,Shorts,Japan,3994554,241425,99422,41307,High,0,0,0,0,0,0,382154,0.060438521937988,0.0248893806694362,0.010340826450005,2.428261066352856,5.844509538103999,0.1710959051634869,0.411811486749563,0.1257285229518682,0.0873153977829912,Medium,0,0
Instagram,#Challenge,Shorts,India,4290853,211176,66264,14337,Medium,0,0,0,0,0,0,291777,0.0492153776381112,0.0154430796293698,0.0033412928988028,3.1868407153097413,14.728414004742644,0.0678909161509065,0.3137841715717147,0.0851134762450551,0.0636702068462869,Medium,0,0
Instagram,#Gaming,Live Stream,Japan,4637078,219517,5831,32657,Low,0,0,0,0,0,0,258005,0.0473394997152302,0.0012574726460342,0.0070425800379937,37.64008916323731,6.721691469165289,0.1487668437212438,0.0265627420074891,0.0604183150642893,0.0527069714650395,Medium,0,0
Instagram,#Comedy,Shorts,Brazil,3315125,62336,79392,42892,High,0,0,0,0,0,0,184620,0.0188035085242612,0.0239484110106222,0.0129382714261841,0.7851573816331414,1.4532907467418923,0.6880664773729888,1.2735935319312768,0.0861077376847818,0.0527524148187939,Medium,0,0
Twitter,#Fitness,Shorts,Brazil,4357287,106179,4262,12978,Medium,0,0,0,0,0,0,123419,0.0243681390810063,0.0009781313514277,0.0029784581602134,24.90710767065447,8.18083057246321,0.1222264079864381,0.0401393859483895,0.030792089024182,0.0275445432036826,Low,0,0
TikTok,#Fitness,Shorts,Canada,907386,52457,77192,32870,High,0,0,0,0,0,0,162519,0.0578110552608754,0.0850706479153878,0.0362248963231785,0.6795564364644463,1.5958443612911075,0.6265965153074841,1.4715010103320751,0.2822896955764188,0.1519004023721732,High,0,0
Twitter,#Gaming,Post,India,1908555,194688,34182,3500,High,0,0,0,0,0,0,232370,0.1020080102443942,0.0179098753193513,0.0018338471598423,5.695462656876225,55.609254498714655,0.017977389580305,0.1755723230382815,0.1405785316228604,0.1085371977065987,High,0,0
Twitter,#Challenge,Post,Japan,3074269,18233,37713,28599,Medium,0,0,0,0,0,0,84545,0.005930838865812,0.0122673024815647,0.0093026962498414,0.4834544201092433,0.6375174825174825,1.5684435669628167,2.0682790391576176,0.0444194882037036,0.0267647921023523,Low,0,0
YouTube,#Dance,Post,Brazil,4067125,190686,12963,11560,High,0,0,0,0,0,0,215209,0.0468847043342153,0.0031872629468573,0.0028423019104891,14.708886146251157,16.49390191159934,0.060622905599228,0.0679805125677156,0.0575226830936636,0.0502550711831445,Medium,0,0
YouTube,#Fitness,Reel,Japan,1173157,137342,95328,47250,Low,0,0,0,0,0,0,279920,0.1170703349420964,0.0812575970159177,0.0402759048653293,1.4407158367338375,2.9066474783602465,0.3440291824119176,0.6940870666870536,0.3399993862719259,0.1926394815966394,High,1,0
TikTok,#Fitness,Reel,Germany,2141884,23466,66627,40003,High,0,0,0,0,0,0,130096,0.0109557702677781,0.0311067120783795,0.0186765395901273,0.3521942726781533,0.5865913408659134,1.7046490816891806,2.8391784207610686,0.1011840038097283,0.0572610674389739,Medium,0,0
Twitter,#Comedy,Post,India,4567233,66980,96596,49121,Low,0,0,0,0,0,0,212697,0.0146653313581042,0.0211497812461546,0.0107550872147124,0.6933962752466433,1.36354382964863,0.7333572207043788,1.4421403084456783,0.0730975246724822,0.0444979319780833,Low,0,0
Twitter,#Gaming,Post,UK,506074,69145,31191,43362,Low,0,0,0,0,0,0,143698,0.1366299461542261,0.06163315714074,0.085682952131601,2.216754295973326,1.5945621843507138,0.6271078587336939,0.4510890000867729,0.3884206886331077,0.221151419267066,High,1,0
YouTube,#Comedy,Tweet,UK,3210080,195970,75414,4473,High,0,0,0,0,0,0,275857,0.0610483037655436,0.0234928651333097,0.0013934227827895,2.598554664191474,43.80196691998212,0.022824805711049,0.3848222441075465,0.1101241682063474,0.0791342471192107,Medium,0,0
TikTok,#Music,Reel,India,1347102,274212,15298,28342,High,0,0,0,0,0,0,317852,0.2035568178528293,0.0113562214619075,0.0210392226875005,17.92352441336035,9.67476978442649,0.1033576088661004,0.0557887481629244,0.2578280948078951,0.1909073764200092,High,0,0
TikTok,#Tech,Post,Australia,3843536,90333,10903,30677,Medium,0,0,0,0,0,0,131913,0.0235025706790386,0.0028367100407775,0.0079814504192362,8.284391049156273,2.944553099941326,0.3395952797396329,0.1206965262248987,0.041148166389448,0.0331819122821095,Low,0,0
Instagram,#Viral,Reel,Germany,965073,263310,39207,27324,High,0,0,0,0,0,0,329841,0.2728391812441326,0.0406259001900372,0.0283128547655412,6.715721281371149,9.63623055809698,0.1037708261333556,0.1488999699974554,0.396560263772519,0.2547203906977606,High,1,0
YouTube,#Education,Post,Canada,3096420,364521,73308,29082,Low,0,0,0,0,0,0,466911,0.1177233328413675,0.0236750751916486,0.0093921336924145,4.972390838778322,12.533817006498642,0.0797811929046806,0.2011072034061044,0.1791616837632867,0.1310321718639104,High,0,0
YouTube,#Gaming,Tweet,Germany,2723916,1349,81918,11870,High,0,0,0,0,0,0,95137,0.0004952426964551,0.0300736035642789,0.0043576951867476,0.0164674861753683,0.1136382781568528,8.792592592592593,60.68,0.0671789926051344,0.0337478578799334,Low,0,-1
TikTok,#Music,Live Stream,UK,2249678,46464,83075,5710,Medium,0,0,0,0,0,0,135249,0.0206536132488234,0.0369274905442065,0.0025381398857348,0.5592951032789253,8.135878129924707,0.1228881954159044,1.7879048746368231,0.0983158041658387,0.0567099118757094,Medium,0,0
Twitter,#Viral,Shorts,Germany,3311289,352538,55203,5369,Medium,0,0,0,0,0,0,413110,0.1064654560609309,0.0166711462904185,0.0016214224667727,6.386095210491994,65.64953445065177,0.0152295207055105,0.1565869308076553,0.1422398823419271,0.1109199094941224,High,0,0
Instagram,#Music,Tweet,India,3588997,241125,65026,30917,Medium,0,0,0,0,0,0,337068,0.0671844899328447,0.0181181488538026,0.0086143820642976,3.708075107263137,7.798855035901417,0.1282192712523742,0.2696764347270721,0.1163423607368964,0.0858539020622429,Medium,0,0
Twitter,#Fitness,Live Stream,USA,3926751,302919,49216,30399,Low,0,0,0,0,0,0,382534,0.0771423812861112,0.012533513702928,0.0077415125783344,6.1547635979438,9.964440789473684,0.1003532285752013,0.1624719397860821,0.113821677559469,0.0887697146974498,Medium,0,0
YouTube,#Music,Tweet,UK,2750317,59766,75524,27938,High,0,0,0,0,0,0,163228,0.0217305780640638,0.027460097341471,0.010158098081749,0.7913406156901688,2.1391603135402124,0.4674485920323925,1.2636404704937507,0.0918879198696296,0.0560238472376434,Medium,0,0
TikTok,#Challenge,Reel,Germany,4655757,383024,45530,48504,Medium,0,0,0,0,0,0,477058,0.0822688808138223,0.0097792883564824,0.010418067262087,8.41237837956557,7.896587980620555,0.126634031721167,0.1188695254878924,0.1174545584199178,0.0929427614281831,High,0,0
Instagram,#Fitness,Video,USA,4844012,452777,44862,23870,High,0,0,0,0,0,0,521509,0.0934714667363609,0.0092613293977534,0.0049277324400244,10.092436974789916,18.967659503162835,0.0527189925305558,0.0990816691623709,0.1193857241919045,0.0971963393676028,High,0,0
